cuenca_n1,codcuenca,tipo_obra,volumen,departamento,uso,destino,lat,lon,estado,accion_solicitud,tipo_resolucion,curso,area_cuenca_ha,tipo_obra_agr
Río Uruguay,10,Represa Chica,819000.0,ARTIGAS,Riego,Arroz,-30.355864610944444,-56.624398157000535,Registrada,Nueva,Concesión,Cda. s/n,236.0,Represa Chica
Río Uruguay,10,Represa Chica,2028000.0,ARTIGAS,Riego,Arroz,-30.3884246188636,-57.05719702489449,Registrada,Renovación,Concesión,Cda. s/n,480.0,Represa Chica
Río Uruguay,10,Represa Mediana,3618000.0,ARTIGAS,Riego,Arroz,-30.469743943884538,-56.83541258907642,Registrada,Renovación,Concesión,Cda. Honda,850.0,Represa Mediana
Río Uruguay,11,Tajamar Grande,225000.0,ARTIGAS,Riego,Caña de azúcar,-30.44116231267757,-57.65012279330083,Registrada,Renovación,Permiso de uso,Cda. s/n,127.0,Tajamar Grande
Río Uruguay,11,Represa Chica,584000.0,ARTIGAS,Riego,Arroz,-30.509256694084797,-57.6996848162858,Registrada,Nueva,Concesión,Cda Capon/Ao.Mandiyí,272.0,Represa Chica
Río Uruguay,11,Represa Chica,584000.0,ARTIGAS,Riego,Arroz,-30.509256694084797,-57.6996848162858,Registrada,Nueva,Concesión,Cda. Atolladora,258.0,Represa Chica
Río Uruguay,11,Represa Chica,231500.0,ARTIGAS,Riego,Arroz,-30.565113175748994,-57.66601865370987,Registrada,Cesión,Concesión,Cda./ Ao Falso Mandiyú,290.0,Represa Chica
Río Uruguay,11,Represa Chica,376000.0,ARTIGAS,Riego,Caña de azúcar,-30.486554569677295,-57.609330207162124,Registrada,Renovación,Concesión,Cda. De La Peste,380.0,Represa Chica
Río Uruguay,11,Represa Grande,1523000.0,ARTIGAS,Riego,Arroz,-30.40254495747905,-57.45028102555078,Registrada,Nueva,Concesión,Cda. Zanja Honda,2430.0,Represa Grande
Río Uruguay,11,Represa Grande,3306000.0,ARTIGAS,Riego,Arroz,-30.562769674300874,-57.80446243076585,Registrada,Renovación,Concesión,Cda Yacaré,1208.0,Represa Grande
Río Uruguay,11,Represa Chica,1020000.0,ARTIGAS,Riego,Arroz,-30.52340342624818,-57.53975126728837,Registrada,Nueva,Concesión,Cda. Del Pesquero,292.0,Represa Chica
Río Uruguay,11,Represa Mediana,923900.0,ARTIGAS,Riego,Arroz,-30.517395883031462,-57.529696678261686,Registrada,Nueva,Concesión,Cda. s/n,588.0,Represa Mediana
Río Uruguay,11,Represa Mediana,4091000.0,ARTIGAS,Riego,Arroz,-30.57275381418232,-57.76569216867636,Registrada,Nueva,Concesión,Ao del Tigre,777.0,Represa Mediana
Río Uruguay,11,Represa Chica,784200.0,ARTIGAS,Riego,Arroz,-30.533378578338077,-57.6143648167772,Registrada,Renovación,Concesión,Cañada Yacaré,220.0,Represa Chica
Río Uruguay,11,Represa Grande,5680000.0,ARTIGAS,Riego,Arroz,-30.619399234235658,-57.38031050088382,Registrada,Renovación,Concesión,Ao. Itacumbú,1850.0,Represa Grande
Río Uruguay,11,Represa Grande,6730000.0,ARTIGAS,Riego,Arroz,-30.587994423057186,-57.44026079407748,Registrada,Renovación,Concesión,Cda. Del Yacaré,2400.0,Represa Grande
Río Uruguay,11,Represa Chica,786000.0,ARTIGAS,Riego,Caña de azúcar,-30.47473429298214,-57.67990928590437,Registrada,Nueva,Autorización,Cda. sin nombre,340.0,Represa Chica
Río Uruguay,11,Represa Chica,1263000.0,ARTIGAS,Riego,Caña de azúcar,-30.42447124963247,-57.66333552780377,Registrada,Nueva,Autorización,Cda. sin nombre,258.0,Represa Chica
Río Uruguay,11,Represa Chica,1404000.0,ARTIGAS,Riego,Arroz,-30.484905312776746,-57.66240365532711,Registrada,Nueva,Autorización,Cda. del Viejo Sebastian,425.0,Represa Chica
Río Uruguay,11,Represa Grande,1510000.0,ARTIGAS,Riego,Caña de azúcar,-30.43211,-57.66194,Registrada,Nueva,Concesión,,4400.0,Represa Grande
Río Uruguay,11,Represa Chica,354000.0,ARTIGAS,Riego,Caña de azúcar,-30.31818,-57.6128,Registrada,Nueva,Concesión,Cda. s/n,679.0,Represa Chica
Río Uruguay,11,Represa Mediana,1215000.0,ARTIGAS,Riego,Arroz,-30.53735,-57.69428,Registrada,Nueva,Concesión,Cañada,520.0,Represa Mediana
Río Uruguay,11,Tajamar Grande,71000.0,ARTIGAS,Riego,Forraje/Pradera/Semillas,-30.50794,-57.64561,Registrada,Nueva,Concesión,,389.0,Tajamar Grande
Río Uruguay,11,Tajamar Grande,84000.0,ARTIGAS,Riego,Frutales,-30.46208,-57.6072,Registrada,Nueva,Concesión,,54.0,Tajamar Grande
Río Uruguay,11,Represa Mediana,1101000.0,ARTIGAS,Riego,Frutales,-30.59221,-57.70613,Registrada,Nueva,Concesión,Cda. Del Sauce,780.0,Represa Mediana
Río Uruguay,11,Represa Chica,132000.0,ARTIGAS,Riego,Forraje/Pradera/Semillas,-30.4978,-57.65037,Registrada,Nueva,Concesión,Cda. s/n,63.0,Represa Chica
Río Uruguay,11,Tajamar Mediano,68000.0,ARTIGAS,Riego,Otros,-30.49491,-57.6478,Registrada,Nueva,Concesión,Cda. s/n,34.0,Tajamar Mediano
Río Uruguay,11,Represa Chica,956500.0,ARTIGAS,Riego,Caña de azúcar,-30.32065,-57.60763,Registrada,Nueva,Concesión,Cda. Zanja Del Sauce,104.0,Represa Chica
Río Uruguay,11,Represa Chica,659400.0,ARTIGAS,Riego,Arroz,-30.57157,-57.51919,Registrada,Nueva,Concesión,Cda. s/n,230.0,Represa Chica
Río Uruguay,11,Represa Grande,10360000.0,ARTIGAS,Riego,Arroz,-30.52757,-57.76375,Registrada,Renovación,Concesión,Ao. Mandiyú,10700.0,Represa Grande
Río Uruguay,11,Represa Chica,1356000.0,ARTIGAS,Riego,Arroz,-30.65262209634932,-57.67604203344531,Registrada,Renovación,Concesión,Cda. sin nombre,230.0,Represa Chica
Río Uruguay,11,Represa Grande,7792000.0,ARTIGAS,Riego,Arroz,-30.69685649044614,-57.66020112307068,Registrada,Renovación,Concesión,Ao. de Gaspar,3130.0,Represa Grande
Río Uruguay,11,Represa Chica,376000.0,ARTIGAS,Riego,Frutales,-30.59143,-57.69384,Registrada,Renovación,Concesión,Cda. s/n,101.0,Represa Chica
Río Uruguay,11,Represa Chica,1651000.0,ARTIGAS,Riego,Arroz,-30.390719903024475,-57.45058250816991,Registrada,Renovación,Concesión,Cda. s/n,373.0,Represa Chica
Río Uruguay,11,Tajamar Mediano,26730.0,ARTIGAS,Otros usos agropecuarios,Abrevadero de ganado,-30.687791647171252,-57.780199530534446,Registrada,Nueva,Permiso de uso,Cda. s/n,60.0,Tajamar Mediano
Río Uruguay,11,Represa Mediana,2301000.0,ARTIGAS,Riego,Arroz,-30.734724057133164,-57.25903559010477,Registrada,Nueva,Concesión,Cda. Del Ombú,547.0,Represa Mediana
Río Uruguay,11,Represa Mediana,1751000.0,ARTIGAS,Riego,Arroz,-30.595757483672756,-57.80152313411235,Registrada,Nueva,Concesión,Cda. De Las Totoras,570.0,Represa Mediana
Río Uruguay,11,Represa Chica,777000.0,ARTIGAS,Riego,Arroz,-30.46187334884184,-57.66013618558644,Registrada,Nueva,Concesión,Cda. De La Manguera,370.0,Represa Chica
Río Uruguay,12,Represa Grande,4943000.0,ARTIGAS,Riego,Arroz,-30.95988531462674,-56.658560303671315,Registrada,Renovación,Concesión,Cda. Espinillos,1000.0,Represa Grande
Río Uruguay,12,Represa Grande,5642340.0,ARTIGAS,Riego,Arroz,-30.739861545905132,-57.17658985833882,Registrada,Nueva,Concesión,Ao. Ceballos Grande,2730.0,Represa Grande
Río Uruguay,12,Represa Grande,1166000.0,ARTIGAS,Riego,Arroz,-30.842249492156185,-57.040079963320714,Registrada,Nueva,Concesión,Cda. Zanja Aguapey,2459.0,Represa Grande
Río Uruguay,12,Represa Mediana,2367300.0,ARTIGAS,Riego,Arroz,-30.865701403869537,-57.35997878442931,Registrada,Nueva,Concesión,Cañada de la Tapera,600.0,Represa Mediana
Río Uruguay,12,Represa Chica,2072000.0,ARTIGAS,Riego,Arroz,-30.987797494659986,-57.02712857880396,Registrada,Nueva,Concesión,Cda. Zanja De Los Manantiales,413.0,Represa Chica
Río Uruguay,12,Represa Mediana,3126000.0,ARTIGAS,Riego,Arroz,-30.839925307898078,-56.89789939589654,Registrada,Nueva,Autorización,Cda. s/n,750.0,Represa Mediana
Río Uruguay,12,Represa Grande,2209925.0,ARTIGAS,Riego,Arroz,-30.97466,-57.15632,Registrada,Nueva,Concesión,Cda. s/n,1032.0,Represa Grande
Río Uruguay,12,Represa Mediana,1087775.0,ARTIGAS,Riego,Arroz,-30.77079275975041,-57.06161847799967,Registrada,Renovación,Concesión,Zanja nacientes del Patitas,540.0,Represa Mediana
Río Uruguay,13,Represa Grande,11310000.0,SALTO,Riego,Arroz,-31.196926476805498,-57.349967096895796,Registrada,Nueva,Concesión,Ao. del Tala,5740.0,Represa Grande
Río Uruguay,13,Represa Chica,1569000.0,SALTO,Riego,Arroz,-31.030059477167203,-57.671663479820275,Registrada,Renovación,Concesión,Cda. s/n,397.0,Represa Chica
Río Uruguay,13,Represa Chica,2963000.0,SALTO,Riego,Cereales/Oleaginosas,-31.17393,-57.11834,Registrada,Nueva,Concesión,Cda. Del Empedrado,370.0,Represa Chica
Río Uruguay,13,Tajamar Mediano,60523.0,SALTO,Otros usos agropecuarios,Abrevadero de ganado,-31.81597,-56.46985,Registrada,Nueva,Permiso de uso,Cañada,159.0,Tajamar Mediano
Río Uruguay,13,Represa Chica,1645200.0,SALTO,Riego,Cereales/Oleaginosas,-31.85648,-56.4894,Registrada,Nueva,Concesión,Cda. s/n,475.0,Represa Chica
Río Uruguay,13,Represa Chica,345800.0,SALTO,Riego,Arroz,-31.23248,-57.20629,Registrada,Nueva,Concesión,Cda. s/n,140.0,Represa Chica
Río Uruguay,13,Represa Grande,2025075.0,SALTO,Riego,Arroz,-31.14298,-56.94978,Registrada,Nueva,Concesión,Cda. s/n,1200.0,Represa Grande
Río Uruguay,13,Represa Chica,786900.0,SALTO,Riego,Otros,-31.826742577707407,-56.4811134519774,Registrada,Renovación,Concesión,Cda/ Ao.  Guayabos,167.0,Represa Chica
Río Uruguay,13,Represa Chica,1743000.0,SALTO,Riego,Arroz,-31.089463985406297,-57.47721072394501,Registrada,Renovación,Concesión,Zanja tributaria,446.0,Represa Chica
Río Uruguay,13,Represa Chica,759000.0,SALTO,Riego,Forraje/Pradera/Semillas,-31.73871583883161,-56.59190341491877,Registrada,Renovación,Concesión,Cda. de la Isleta,215.0,Represa Chica
Río Uruguay,13,Represa Grande,4209000.0,SALTO,Riego,Arroz,-31.06697938918678,-57.20013775461302,Registrada,Renovación,Concesión,Cda. De Alcaín,1140.0,Represa Grande
Río Uruguay,13,Tajamar Grande,308610.0,SALTO,Riego,Arroz,-31.493946226716304,-57.07385828973186,Registrada,Renovación,Permiso de uso,Cda/Ao del Sauce,120.0,Tajamar Grande
Río Uruguay,13,Tajamar Mediano,3550.0,SALTO,Otros usos agropecuarios,Abrevadero de ganado,-31.61937020924063,-56.41296146437526,Registrada,Nueva,Permiso de uso,Cda. s/n,18.0,Tajamar Mediano
Río Uruguay,13,Tajamar Mediano,3659.0,SALTO,Otros usos agropecuarios,Abrevadero de ganado,-31.632329917055678,-56.4096474274993,Registrada,Nueva,Permiso de uso,Cda. s/n,29.0,Tajamar Mediano
Río Uruguay,13,Tajamar Grande,12290.0,SALTO,Otros usos agropecuarios,Abrevadero de ganado,-31.64427755304522,-56.356346569955356,Registrada,Nueva,Permiso de uso,Cda. s/n,140.0,Tajamar Grande
Río Uruguay,13,Tajamar Grande,6710.0,SALTO,Otros usos agropecuarios,Abrevadero de ganado,-31.64622657674918,-56.34630320593716,Registrada,Nueva,Permiso de uso,Cda. s/n,48.0,Tajamar Grande
Río Uruguay,13,Tajamar Chico,724000.0,SALTO,Otros usos agropecuarios,Abrevadero de ganado,-31.439524222072293,-56.48372918134556,Registrada,Nueva,Permiso de uso,Cda. s/n,3.4,Tajamar Chico
Río Uruguay,13,Represa Mediana,734000.0,SALTO,Riego,Forraje/Pradera/Semillas,-31.739889853557614,-56.56204943608505,Registrada,Cesión,Concesión,Cda. s/n,582.0,Represa Mediana
Río Uruguay,13,Represa Grande,1624000.0,SALTO,Riego,Forraje/Pradera/Semillas,-31.74567275131113,-56.54489487916498,Registrada,Cesión,Concesión,Cda. Brava,1100.0,Represa Grande
Río Uruguay,13,Represa Grande,4819000.0,SALTO,Riego,Arroz,-31.18355176068824,-56.87648821156471,Registrada,Renovación,Concesión,Cda Capón del León,1090.0,Represa Grande
Río Uruguay,13,Represa Mediana,2505000.0,SALTO,Riego,Arroz,-31.217724717394866,-57.41850936761436,Registrada,Renovación,Concesión,Cda. Grande,970.0,Represa Mediana
Río Uruguay,13,Tajamar Mediano,26800.0,SALTO,Otros usos agropecuarios,Abrevadero de ganado,-30.952490024136665,-56.159836113802136,Registrada,Nueva,Permiso de uso,Cda. s/n,34.0,Tajamar Mediano
Río Uruguay,13,Represa Grande,8114000.0,SALTO,Riego,Arroz,-31.070081234436685,-57.511127624928015,Registrada,Renovación,Concesión,Cda. s/n,2946.0,Represa Grande
Río Uruguay,13,Represa Grande,2543000.0,SALTO,Riego,Arroz,-31.39268,-57.18554,Registrada,Cesión,Concesión,Cda. s/n,10600.0,Represa Grande
Río Uruguay,13,Represa Grande,6719100.0,SALTO,Riego,Arroz,-31.27758809022177,-57.433810027727816,Registrada,Renovación,Concesión,Cda. s/n,2773.0,Represa Grande
Río Uruguay,13,Represa Mediana,817700.0,SALTO,Riego,Arroz,-31.127876709841743,-57.514295428991296,Registrada,Nueva,Concesión,Cda. s/n,540.0,Represa Mediana
Río Uruguay,13,Represa Mediana,3700000.0,SALTO,Riego,Forraje/Pradera/Semillas,-31.123853329044092,-57.108722629006394,Registrada,Renovación,Concesión,Cda. s/n,870.0,Represa Mediana
Río Uruguay,13,Represa Mediana,1546000.0,SALTO,Riego,Arroz,-31.189849372281948,-57.092635738560666,Registrada,Renovación,Concesión,Cda. s/n,803.0,Represa Mediana
Río Uruguay,13,Represa Chica,1227327.0,SALTO,Riego,Arroz,-31.10033,-56.13941,Registrada,Renovación,Concesión,Cda. s/n,390.0,Represa Chica
Río Uruguay,13,Represa Mediana,2611930.0,SALTO,Riego,Arroz,-31.101150513529305,-57.19995494931938,Registrada,Nueva,Concesión,Cda. s/n,600.0,Represa Mediana
Río Uruguay,14,Tajamar Chico,2601.0,SALTO,Otros usos agropecuarios,Abrevadero de ganado,-31.375270151697432,-57.929864156117574,Registrada,Nueva,Permiso de uso,Cda Tributaria/Ao Ceibal,23.0,Tajamar Chico
Río Uruguay,14,Represa Chica,52000.0,SALTO,Otros usos agropecuarios,Abrevadero de ganado,-31.29086894403279,-57.64499380735136,Registrada,Nueva,Permiso de uso,Ao. De Los Talas,320.0,Represa Chica
Río Uruguay,14,Tajamar Grande,21000.0,SALTO,Riego,Frutales,-31.35619,-57.94954,Registrada,Nueva,Permiso de uso,Ao. San Antonio Grande,181.0,Tajamar Grande
Río Uruguay,14,Represa Mediana,3120.0,SALTO,Riego,Otros,-31.411084197565202,-57.962589708456946,Registrada,Nueva,Permiso de uso,Cañada del Autódromo de Salto,503.0,Represa Mediana
Río Uruguay,14,Tajamar Chico,1716.0,SALTO,Riego,Hortalizas,-31.07317,-57.83574,Registrada,Nueva,Permiso de uso,,24.5,Tajamar Chico
Río Uruguay,14,Tajamar Grande,84000.0,SALTO,Riego,Frutales,-31.35665,-57.95336,Registrada,Nueva,Permiso de uso,Cda. s/n,224.0,Tajamar Grande
Río Uruguay,14,Represa Chica,137500.0,SALTO,Riego,Frutales,-31.31398175626676,-57.922003399971615,Registrada,Renovación,Permiso de uso,Cda del Sauce,21.0,Represa Chica
Río Uruguay,14,Represa Chica,98000.0,SALTO,Riego,Frutales,-31.31144,-57.92131,Registrada,Nueva,Permiso de uso,Cda. s/n,44.0,Represa Chica
Río Uruguay,14,Tajamar Mediano,50379.0,SALTO,Riego,Frutales,-31.31313,-57.91254,Registrada,Renovación,Permiso de uso,Cañada,44.0,Tajamar Mediano
Río Uruguay,14,Tajamar Grande,17000.0,SALTO,Riego,Frutales,-31.31701,-57.92163,Registrada,Renovación,Permiso de uso,Cda. s/n,82.0,Tajamar Grande
Río Uruguay,14,Tajamar Grande,11000.0,SALTO,Riego,Frutales,-31.31913,-57.91668,Registrada,Renovación,Permiso de uso,Cda. s/n,130.0,Tajamar Grande
Río Uruguay,14,Tajamar Chico,10650.0,SALTO,Riego,Frutales,-31.31173455059095,-57.92000189510871,Registrada,Renovación,Permiso de uso,Cda. s/n,44.0,Tajamar Chico
Río Uruguay,14,Represa Grande,6836000.0,SALTO,Riego,Arroz,-31.36494647114136,-57.47041943190281,Registrada,Renovación,Concesión,Cda. San Diego - Ao Itapebi,2150.0,Represa Grande
Río Uruguay,14,Represa Mediana,1456000.0,SALTO,Riego,Arroz,-31.40760272868843,-57.41376988161983,Registrada,Renovación,Concesión,Cda. Manantiales,620.0,Represa Mediana
Río Uruguay,14,Represa Grande,3877000.0,SALTO,Riego,Arroz,-31.316261287040657,-57.628578921636816,Registrada,Renovación,Concesión,Cda de las Merecdes/Ao Itapebí Gde,1720.0,Represa Grande
Río Uruguay,14,Tajamar Grande,55000.0,SALTO,Riego,Frutales,-31.31913,-57.91668,Registrada,Nueva,Permiso de uso,Cda. s/n,44.0,Tajamar Grande
Río Uruguay,14,Tajamar Grande,86285.0,SALTO,Riego,Frutales,-30.98024387127934,-57.77332775294781,Registrada,Nueva,Permiso de uso,Cda. s/n,595.0,Tajamar Grande
Río Uruguay,14,Tajamar Mediano,28000.0,SALTO,Riego,Frutales,-31.29569647356372,-57.8840349835669,Registrada,Renovación,Permiso de uso,Cda. s/n,18.0,Tajamar Mediano
Río Uruguay,14,Tajamar Mediano,25450.0,SALTO,Riego,Frutales,-31.290766154021362,-57.88948069548741,Registrada,Renovación,Permiso de uso,Ao. San Antonio Grande,18.0,Tajamar Mediano
Río Uruguay,14,Tajamar Grande,71350.0,SALTO,Riego,Frutales,-31.290943689700796,-57.893526918387614,Registrada,Renovación,Permiso de uso,Cda. s/n,47.0,Tajamar Grande
Río Uruguay,14,Tajamar Mediano,10700.0,SALTO,Riego,Frutales,-31.293888211358208,-57.88434167484299,Registrada,Renovación,Permiso de uso,Cda. s/n,7.8,Tajamar Mediano
Río Uruguay,14,Represa Chica,1675610.0,SALTO,Riego,Cereales/Oleaginosas,-31.37089,-57.64604,Registrada,Renovación,Concesión,Cda. De Los Manantiales,458.0,Represa Chica
Río Uruguay,14,Tajamar Grande,25997.0,SALTO,Riego,Frutales,-31.404112285283674,-57.92648909613491,Registrada,Nueva,Permiso de uso,Cda. s/n,45.5,Tajamar Grande
Río Uruguay,14,Tajamar Chico,4500.0,SALTO,Riego,Frutales,-31.292516879493284,-57.891428433358676,Registrada,Renovación,Permiso de uso,Cda. s/n,4.0,Tajamar Chico
Río Uruguay,14,Tajamar Mediano,15310.0,SALTO,Riego,Frutales,-31.3173903312178,-57.89342936317784,Registrada,Renovación,Permiso de uso,Cda. s/n,846.0,Tajamar Mediano
Río Uruguay,14,Represa Mediana,430000.0,SALTO,Riego,Frutales,-31.09683,-57.74715,Registrada,Renovación,Concesión,Cda. s/n,505.0,Represa Mediana
Río Uruguay,14,Tajamar Chico,2771.0,SALTO,Riego,Hortalizas,-31.321347043564494,-57.84503207360103,Registrada,Nueva,Permiso de uso,Cda. s/n,18.0,Tajamar Chico
Río Uruguay,15,Represa Mediana,2162600.0,SALTO,Riego,Arroz,-31.511634141614145,-57.297458472891314,Registrada,Nueva,Concesión,Cda. Tapera,600.0,Represa Mediana
Río Uruguay,15,Represa Chica,1634900.0,PAYSANDÚ,Riego,Frutales,-31.83343,-57.44461,Registrada,Nueva,Concesión,Cañada,493.0,Represa Chica
Río Uruguay,15,Represa Grande,2795978.0,PAYSANDÚ,Riego,Frutales,-31.80037,-57.4317,Registrada,Nueva,Concesión,Cda. s/n,1953.0,Represa Grande
